,Date,Monthly Mean Total Sunspot Number
1413,1866-10-31,26.8
1414,1866-11-30,17.2
1415,1866-12-31,2.9
1416,1867-01-31,0.0
1417,1867-02-28,1.4
1418,1867-03-31,17.4
1419,1867-04-30,9.7
1420,1867-05-31,5.5
1421,1867-06-30,2.8
1422,1867-07-31,9.5
1423,1867-08-31,9.1
1424,1867-09-30,18.7
1425,1867-10-31,25.5
1426,1867-11-30,18.1
1427,1867-12-31,47.9
1428,1868-01-31,25.9
1429,1868-02-29,26.3
1430,1868-03-31,44.0
1431,1868-04-30,61.1
1432,1868-05-31,44.5
1433,1868-06-30,51.8
1434,1868-07-31,48.3
1435,1868-08-31,57.3
1436,1868-09-30,78.7
1437,1868-10-31,102.8
1438,1868-11-30,98.7
1439,1868-12-31,112.8
1440,1869-01-31,101.6
1441,1869-02-28,99.9
1442,1869-03-31,88.0
1443,1869-04-30,68.4
1444,1869-05-31,173.4
1445,1869-06-30,180.7
1446,1869-07-31,98.8
1447,1869-08-31,132.7
1448,1869-09-30,134.5
1449,1869-10-31,99.0
1450,1869-11-30,130.2
1451,1869-12-31,174.1
1452,1870-01-31,129.0
1453,1870-02-28,191.7
1454,1870-03-31,262.7
1455,1870-04-30,266.9
1456,1870-05-31,293.6
1457,1870-06-30,226.3
1458,1870-07-31,220.9
1459,1870-08-31,256.5
1460,1870-09-30,226.8
1461,1870-10-31,244.3
1462,1870-11-30,246.0
1463,1870-12-31,216.7
1464,1871-01-31,147.2
1465,1871-02-28,209.0
1466,1871-03-31,238.7
1467,1871-04-30,270.9
1468,1871-05-31,242.6
1469,1871-06-30,152.9
1470,1871-07-31,171.8
1471,1871-08-31,183.7
1472,1871-09-30,133.9
1473,1871-10-31,148.5
1474,1871-11-30,175.7
1475,1871-12-31,150.8
1476,1872-01-31,132.7
1477,1872-02-29,200.3
1478,1872-03-31,147.5
1479,1872-04-30,170.4
1480,1872-05-31,179.5
1481,1872-06-30,183.3
1482,1872-07-31,176.0
1483,1872-08-31,155.0
1484,1872-09-30,191.1
1485,1872-10-31,171.2
1486,1872-11-30,186.8
1487,1872-12-31,139.9
1488,1873-01-31,144.6
1489,1873-02-28,178.4
1490,1873-03-31,164.0
1491,1873-04-30,127.1
1492,1873-05-31,80.0
1493,1873-06-30,74.8
1494,1873-07-31,111.7
1495,1873-08-31,113.8
1496,1873-09-30,78.7
1497,1873-10-31,78.6
1498,1873-11-30,92.5
1499,1873-12-31,82.0
1500,1874-01-31,101.4
1501,1874-02-28,107.1
1502,1874-03-31,77.5
1503,1874-04-30,53.5
1504,1874-05-31,74.6
1505,1874-06-30,63.8
1506,1874-07-31,113.2
1507,1874-08-31,102.3
1508,1874-09-30,46.8
1509,1874-10-31,57.4
1510,1874-11-30,48.2
1511,1874-12-31,48.8
1512,1875-01-31,24.4
1513,1875-02-28,35.9
1514,1875-03-31,56.4
1515,1875-04-30,48.6
1516,1875-05-31,19.2
1517,1875-06-30,39.9
1518,1875-07-31,20.9
1519,1875-08-31,24.4
1520,1875-09-30,4.0
1521,1875-10-31,21.3
1522,1875-11-30,29.6
1523,1875-12-31,16.5
1524,1876-01-31,23.9
1525,1876-02-29,25.1
1526,1876-03-31,51.1
1527,1876-04-30,3.9
1528,1876-05-31,8.5
1529,1876-06-30,2.7
1530,1876-07-31,25.5
1531,1876-08-31,14.8
1532,1876-09-30,16.6
1533,1876-10-31,23.9
1534,1876-11-30,16.6
1535,1876-12-31,13.6
1536,1877-01-31,40.6
1537,1877-02-28,14.5
1538,1877-03-31,19.9
1539,1877-04-30,26.3
1540,1877-05-31,36.1
1541,1877-06-30,23.6
1542,1877-07-31,10.0
1543,1877-08-31,10.5
1544,1877-09-30,28.1
1545,1877-10-31,11.2
1546,1877-11-30,23.6
1547,1877-12-31,3.5
1548,1878-01-31,5.5
1549,1878-02-28,11.0
1550,1878-03-31,13.1
1551,1878-04-30,0.2
1552,1878-05-31,9.9
1553,1878-06-30,10.7
1554,1878-07-31,0.2
1555,1878-08-31,0.0
1556,1878-09-30,8.8
1557,1878-10-31,1.9
1558,1878-11-30,6.8
1559,1878-12-31,0.9
1560,1879-01-31,1.6
1561,1879-02-28,0.9
1562,1879-03-31,0.0
1563,1879-04-30,10.4
1564,1879-05-31,4.0
1565,1879-06-30,8.0
1566,1879-07-31,12.6
1567,1879-08-31,17.9
1568,1879-09-30,10.1
1569,1879-10-31,20.4
1570,1879-11-30,21.9
1571,1879-12-31,12.2
1572,1880-01-31,40.1
1573,1880-02-29,45.4
1574,1880-03-31,32.1
1575,1880-04-30,32.4
1576,1880-05-31,39.1
1577,1880-06-30,56.9
1578,1880-07-31,36.5
1579,1880-08-31,80.3
1580,1880-09-30,110.1
1581,1880-10-31,71.7
1582,1880-11-30,51.1
1583,1880-12-31,49.4
1584,1881-01-31,60.6
1585,1881-02-28,88.6
1586,1881-03-31,85.8
1587,1881-04-30,86.1
1588,1881-05-31,72.5
1589,1881-06-30,100.8
1590,1881-07-31,128.2
1591,1881-08-31,97.3
1592,1881-09-30,88.6
1593,1881-10-31,107.3
1594,1881-11-30,91.5
1595,1881-12-31,78.8
1596,1882-01-31,75.0
1597,1882-02-28,115.9
1598,1882-03-31,111.5
1599,1882-04-30,159.6
1600,1882-05-31,106.9
1601,1882-06-30,75.4
1602,1882-07-31,75.7
1603,1882-08-31,67.5
1604,1882-09-30,96.1
1605,1882-10-31,98.6
1606,1882-11-30,140.6
1607,1882-12-31,69.7
1608,1883-01-31,101.0
1609,1883-02-28,78.2
1610,1883-03-31,71.3
1611,1883-04-30,136.8
1612,1883-05-31,52.5
1613,1883-06-30,127.2
1614,1883-07-31,134.4
1615,1883-08-31,76.6
1616,1883-09-30,87.8
1617,1883-10-31,139.6
1618,1883-11-30,140.8
1619,1883-12-31,126.5
1620,1884-01-31,152.6
1621,1884-02-29,144.8
1622,1884-03-31,145.8
1623,1884-04-30,126.9
1624,1884-05-31,110.9
1625,1884-06-30,85.3
1626,1884-07-31,88.5
1627,1884-08-31,93.1
1628,1884-09-30,103.1
1629,1884-10-31,79.6
1630,1884-11-30,60.9
1631,1884-12-31,78.6
1632,1885-01-31,71.4
1633,1885-02-28,119.7
1634,1885-03-31,82.9
1635,1885-04-30,91.7
1636,1885-05-31,121.6
1637,1885-06-30,139.5
1638,1885-07-31,110.9
1639,1885-08-31,83.5
1640,1885-09-30,66.0
1641,1885-10-31,64.5
1642,1885-11-30,51.6
1643,1885-12-31,36.3
1644,1886-01-31,49.8
1645,1886-02-28,43.2
1646,1886-03-31,95.5
1647,1886-04-30,72.9
1648,1886-05-31,51.2
1649,1886-06-30,45.3
1650,1886-07-31,50.4
1651,1886-08-31,28.1
1652,1886-09-30,35.7
1653,1886-10-31,14.4
1654,1886-11-30,0.6
1655,1886-12-31,21.7
1656,1887-01-31,17.0
1657,1887-02-28,22.0
1658,1887-03-31,7.1
1659,1887-04-30,11.6
1660,1887-05-31,33.4
1661,1887-06-30,26.1
1662,1887-07-31,38.9
1663,1887-08-31,35.7
1664,1887-09-30,12.4
1665,1887-10-31,11.0
1666,1887-11-30,11.5
1667,1887-12-31,34.5
1668,1888-01-31,21.2
1669,1888-02-29,11.8
1670,1888-03-31,13.1
1671,1888-04-30,8.5
1672,1888-05-31,11.7
1673,1888-06-30,11.8
1674,1888-07-31,5.0
1675,1888-08-31,4.6
1676,1888-09-30,14.6
1677,1888-10-31,3.4
1678,1888-11-30,17.9
1679,1888-12-31,11.1
1680,1889-01-31,1.3
1681,1889-02-28,14.2
1682,1889-03-31,11.1
1683,1889-04-30,7.3
1684,1889-05-31,4.0
1685,1889-06-30,10.8
1686,1889-07-31,15.8
1687,1889-08-31,34.3
1688,1889-09-30,10.9
1689,1889-10-31,3.4
1690,1889-11-30,0.3
1691,1889-12-31,11.2
1692,1890-01-31,8.8
1693,1890-02-28,1.1
1694,1890-03-31,8.5
1695,1890-04-30,2.7
1696,1890-05-31,7.9
1697,1890-06-30,2.2
1698,1890-07-31,19.3
1699,1890-08-31,14.2
1700,1890-09-30,28.6
1701,1890-10-31,18.6
1702,1890-11-30,15.9
1703,1890-12-31,13.1
1704,1891-01-31,22.5
1705,1891-02-28,36.9
1706,1891-03-31,17.2
1707,1891-04-30,34.2
1708,1891-05-31,68.5
1709,1891-06-30,80.4
1710,1891-07-31,98.0
1711,1891-08-31,55.1
1712,1891-09-30,89.7
1713,1891-10-31,86.0
1714,1891-11-30,69.8
1715,1891-12-31,54.3
1716,1892-01-31,115.2
1717,1892-02-29,126.1
1718,1892-03-31,83.3
1719,1892-04-30,116.0
1720,1892-05-31,132.7
1721,1892-06-30,127.3
1722,1892-07-31,127.6
1723,1892-08-31,169.0
1724,1892-09-30,104.7
1725,1892-10-31,117.5
1726,1892-11-30,108.9
1727,1892-12-31,131.0
1728,1893-01-31,125.0
1729,1893-02-28,121.6
1730,1893-03-31,109.5
1731,1893-04-30,146.8
1732,1893-05-31,141.3
1733,1893-06-30,149.8
1734,1893-07-31,147.6
1735,1893-08-31,215.4
1736,1893-09-30,129.9
1737,1893-10-31,133.3
1738,1893-11-30,125.2
1739,1893-12-31,156.4
1740,1894-01-31,138.6
1741,1894-02-28,141.0
1742,1894-03-31,87.1
1743,1894-04-30,136.0
1744,1894-05-31,168.7
1745,1894-06-30,164.8
1746,1894-07-31,176.7
1747,1894-08-31,117.1
1748,1894-09-30,110.0
1749,1894-10-31,125.7
1750,1894-11-30,94.3
1751,1894-12-31,100.1
1752,1895-01-31,105.4
1753,1895-02-28,112.0
1754,1895-03-31,101.6
1755,1895-04-30,128.2
1756,1895-05-31,112.5
1757,1895-06-30,119.1
1758,1895-07-31,79.7
1759,1895-08-31,114.9
1760,1895-09-30,96.1
1761,1895-10-31,113.2
1762,1895-11-30,78.6
1763,1895-12-31,117.9
1764,1896-01-31,48.4
1765,1896-02-29,95.7
1766,1896-03-31,86.5
1767,1896-04-30,73.0
1768,1896-05-31,46.1
1769,1896-06-30,81.7
1770,1896-07-31,75.2
1771,1896-08-31,45.4
1772,1896-09-30,102.2
1773,1896-10-31,47.9
1774,1896-11-30,63.3
1775,1896-12-31,71.0
1776,1897-01-31,67.6
1777,1897-02-28,49.0
1778,1897-03-31,48.7
1779,1897-04-30,51.7
1780,1897-05-31,33.3
1781,1897-06-30,18.9
1782,1897-07-31,46.1
1783,1897-08-31,36.4
1784,1897-09-30,80.4
1785,1897-10-31,23.9
1786,1897-11-30,14.0
1787,1897-12-31,55.5
1788,1898-01-31,50.4
1789,1898-02-28,60.7
1790,1898-03-31,63.9
1791,1898-04-30,24.2
1792,1898-05-31,43.0
1793,1898-06-30,37.1
1794,1898-07-31,15.0
1795,1898-08-31,52.3
1796,1898-09-30,58.1
1797,1898-10-31,57.1
1798,1898-11-30,51.6
1799,1898-12-31,21.1
1800,1899-01-31,32.4
1801,1899-02-28,15.3
1802,1899-03-31,30.3
1803,1899-04-30,23.6
1804,1899-05-31,12.9
1805,1899-06-30,34.1
1806,1899-07-31,22.5
1807,1899-08-31,4.9
1808,1899-09-30,14.0
1809,1899-10-31,21.7
1810,1899-11-30,13.0
1811,1899-12-31,17.6
1812,1900-01-31,15.7
1813,1900-02-28,22.8
1814,1900-03-31,14.4
1815,1900-04-30,26.8
1816,1900-05-31,25.3
1817,1900-06-30,20.1
1818,1900-07-31,13.9
1819,1900-08-31,7.1
1820,1900-09-30,13.9
1821,1900-10-31,21.6
1822,1900-11-30,7.5
1823,1900-12-31,0.5
1824,1901-01-31,0.4
1825,1901-02-28,4.0
1826,1901-03-31,7.4
1827,1901-04-30,0.0
1828,1901-05-31,17.0
1829,1901-06-30,9.7
1830,1901-07-31,1.2
1831,1901-08-31,1.7
1832,1901-09-30,0.9
1833,1901-10-31,6.3
1834,1901-11-30,6.4
1835,1901-12-31,0.0
1836,1902-01-31,9.3
1837,1902-02-28,0.0
1838,1902-03-31,20.7
1839,1902-04-30,0.0
1840,1902-05-31,4.7
1841,1902-06-30,2.4
1842,1902-07-31,1.5
1843,1902-08-31,3.8
1844,1902-09-30,12.6
1845,1902-10-31,27.2
1846,1902-11-30,17.2
1847,1902-12-31,1.8
1848,1903-01-31,13.9
1849,1903-02-28,28.4
1850,1903-03-31,22.5
1851,1903-04-30,43.5
1852,1903-05-31,24.3
1853,1903-06-30,27.2
1854,1903-07-31,46.4
1855,1903-08-31,48.0
1856,1903-09-30,18.5
1857,1903-10-31,64.8
1858,1903-11-30,74.2
1859,1903-12-31,76.2
1860,1904-01-31,52.6
1861,1904-02-29,40.8
1862,1904-03-31,61.9
1863,1904-04-30,71.6
1864,1904-05-31,65.7
1865,1904-06-30,69.8
1866,1904-07-31,84.3
1867,1904-08-31,97.1
1868,1904-09-30,50.2
1869,1904-10-31,90.4
1870,1904-11-30,63.4
1871,1904-12-31,91.1
1872,1905-01-31,91.2
1873,1905-02-28,143.0
1874,1905-03-31,94.3
1875,1905-04-30,65.5
1876,1905-05-31,79.9
1877,1905-06-30,81.6
1878,1905-07-31,121.6
1879,1905-08-31,98.1
1880,1905-09-30,91.8
1881,1905-10-31,131.2
1882,1905-11-30,178.7
1883,1905-12-31,92.5
1884,1906-01-31,75.8
1885,1906-02-28,52.3
1886,1906-03-31,107.4
1887,1906-04-30,92.2
1888,1906-05-31,96.2
1889,1906-06-30,105.3
1890,1906-07-31,172.7
1891,1906-08-31,79.6
1892,1906-09-30,93.5
1893,1906-10-31,29.7
1894,1906-11-30,64.8
1895,1906-12-31,108.0
1896,1907-01-31,127.4
1897,1907-02-28,180.3
1898,1907-03-31,101.1
1899,1907-04-30,87.6
1900,1907-05-31,71.4
1901,1907-06-30,67.2
1902,1907-07-31,82.9
1903,1907-08-31,90.5
1904,1907-09-30,141.7
1905,1907-10-31,109.1
1906,1907-11-30,102.5
1907,1907-12-31,78.9
1908,1908-01-31,65.4
1909,1908-02-29,56.6
1910,1908-03-31,47.9
1911,1908-04-30,96.1
1912,1908-05-31,68.0
1913,1908-06-30,80.2
1914,1908-07-31,65.8
1915,1908-08-31,150.9
1916,1908-09-30,144.9
1917,1908-10-31,53.9
1918,1908-11-30,75.9
1919,1908-12-31,65.9
1920,1909-01-31,94.6
1921,1909-02-28,77.6
1922,1909-03-31,110.5
1923,1909-04-30,53.7
1924,1909-05-31,60.0
1925,1909-06-30,37.8
1926,1909-07-31,59.6
1927,1909-08-31,38.5
1928,1909-09-30,64.7
1929,1909-10-31,97.4
1930,1909-11-30,93.0
1931,1909-12-31,90.2
1932,1910-01-31,44.0
1933,1910-02-28,52.5
1934,1910-03-31,35.7
1935,1910-04-30,14.1
1936,1910-05-31,36.9
1937,1910-06-30,20.5
1938,1910-07-31,23.5
1939,1910-08-31,19.3
1940,1910-09-30,43.7
1941,1910-10-31,63.9
1942,1910-11-30,8.3
1943,1910-12-31,9.6
1944,1911-01-31,5.6
1945,1911-02-28,15.0
1946,1911-03-31,13.0
1947,1911-04-30,27.6
1948,1911-05-31,15.1
1949,1911-06-30,3.7
1950,1911-07-31,5.9
1951,1911-08-31,6.7
1952,1911-09-30,6.7
1953,1911-10-31,4.5
1954,1911-11-30,7.0
1955,1911-12-31,3.7
1956,1912-01-31,0.4
1957,1912-02-29,0.0
1958,1912-03-31,8.2
1959,1912-04-30,7.6
1960,1912-05-31,7.4
1961,1912-06-30,6.9
1962,1912-07-31,4.9
1963,1912-08-31,0.5
1964,1912-09-30,15.9
1965,1912-10-31,7.6
1966,1912-11-30,1.9
1967,1912-12-31,10.6
1968,1913-01-31,3.8
1969,1913-02-28,4.8
1970,1913-03-31,0.8
1971,1913-04-30,1.6
1972,1913-05-31,0.0
1973,1913-06-30,0.0
1974,1913-07-31,2.9
1975,1913-08-31,0.4
1976,1913-09-30,2.0
1977,1913-10-31,5.2
1978,1913-11-30,1.2
1979,1913-12-31,6.3
1980,1914-01-31,4.7
1981,1914-02-28,4.4
1982,1914-03-31,5.3
1983,1914-04-30,28.9
1984,1914-05-31,8.7
1985,1914-06-30,19.1
1986,1914-07-31,9.1
1987,1914-08-31,12.9
1988,1914-09-30,21.2
1989,1914-10-31,13.7
1990,1914-11-30,27.3
1991,1914-12-31,37.3
1992,1915-01-31,38.5
1993,1915-02-28,70.4
1994,1915-03-31,64.8
1995,1915-04-30,68.9
1996,1915-05-31,55.1
1997,1915-06-30,114.7
1998,1915-07-31,119.4
1999,1915-08-31,116.0
2000,1915-09-30,82.4
2001,1915-10-31,89.1
2002,1915-11-30,70.9
2003,1915-12-31,57.5
2004,1916-01-31,75.5
2005,1916-02-29,92.4
2006,1916-03-31,111.7
2007,1916-04-30,119.8
2008,1916-05-31,124.0
2009,1916-06-30,112.9
2010,1916-07-31,89.3
2011,1916-08-31,58.6
2012,1916-09-30,75.1
2013,1916-10-31,84.5
2014,1916-11-30,109.5
2015,1916-12-31,88.3
2016,1917-01-31,124.5
2017,1917-02-28,119.9
2018,1917-03-31,158.0
2019,1917-04-30,124.6
2020,1917-05-31,190.2
2021,1917-06-30,191.4
2022,1917-07-31,199.7
2023,1917-08-31,257.7
2024,1917-09-30,215.6
2025,1917-10-31,120.3
2026,1917-11-30,160.7
2027,1917-12-31,215.5
2028,1918-01-31,160.0
2029,1918-02-28,108.7
2030,1918-03-31,120.4
2031,1918-04-30,134.1
2032,1918-05-31,127.9
2033,1918-06-30,99.0
2034,1918-07-31,179.5
2035,1918-08-31,169.6
2036,1918-09-30,133.2
2037,1918-10-31,141.7
2038,1918-11-30,139.0
2039,1918-12-31,98.5
2040,1919-01-31,80.2
2041,1919-02-28,132.5
2042,1919-03-31,110.9
2043,1919-04-30,86.3
2044,1919-05-31,146.9
2045,1919-06-30,185.3
2046,1919-07-31,107.8
2047,1919-08-31,115.1
2048,1919-09-30,91.1
2049,1919-10-31,88.0
2050,1919-11-30,69.9
2051,1919-12-31,58.0
2052,1920-01-31,85.3
2053,1920-02-29,89.8
2054,1920-03-31,116.9
2055,1920-04-30,24.7
2056,1920-05-31,55.4
2057,1920-06-30,64.6
2058,1920-07-31,45.7
2059,1920-08-31,31.9
2060,1920-09-30,60.5
2061,1920-10-31,82.7
2062,1920-11-30,45.3
2063,1920-12-31,49.8
2064,1921-01-31,52.5
2065,1921-02-28,47.1
2066,1921-03-31,44.5
2067,1921-04-30,54.0
2068,1921-05-31,37.0
2069,1921-06-30,56.2
2070,1921-07-31,69.7
2071,1921-08-31,38.0
2072,1921-09-30,29.6
2073,1921-10-31,30.3
2074,1921-11-30,29.6
2075,1921-12-31,33.9
2076,1922-01-31,19.7
2077,1922-02-28,43.9
2078,1922-03-31,91.3
2079,1922-04-30,18.3
2080,1922-05-31,13.4
2081,1922-06-30,9.8
2082,1922-07-31,18.3
2083,1922-08-31,10.9
2084,1922-09-30,7.8
2085,1922-10-31,10.4
2086,1922-11-30,12.2
2087,1922-12-31,29.0
2088,1923-01-31,7.5
2089,1923-02-28,2.5
2090,1923-03-31,5.5
2091,1923-04-30,10.2
2092,1923-05-31,5.3
2093,1923-06-30,15.3
2094,1923-07-31,5.9
2095,1923-08-31,0.8
2096,1923-09-30,22.1
2097,1923-10-31,19.5
2098,1923-11-30,16.7